name,company,year,Price,driven,fuel_type
Hyundai Elite i20 Sportz 1.2,Hyundai,2018,600000.00,7800.00,P
Volkswagen Vento Konekt D Highline,Volkswagen,2011,245000.00,65000.00,D
Maruti Suzuki Alto 800 Lxi,Maruti,2017,240000.00,60000.00,P
Maruti Suzuki Alto LXi BS III,Maruti,2011,155000.00,32000.00,P
Honda Jazz S MT,Honda,2009,169999.00,24695.00,P
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2017,450000.00,15141.00,P
Maruti Suzuki Zen LXi BSII,Maruti,2001,40000.00,40000.00,P
Mahindra Scorpio W Turbo 2.6DX 9 Seater,Mahindra,2012,165000.00,65000.00,D
Maruti Suzuki Alto K10 VXi,Maruti,2014,270000.00,22000.00,P
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2016,280000.00,59910.00,D
Mahindra XUV500 W8,Mahindra,2012,560000.00,100000.00,D
Hyundai Creta 1.6 SX Plus P,Hyundai,2016,950000.00,25000.00,P
Hyundai i20 Magna O 1.2,Hyundai,2013,310000.00,35000.00,P
Renault Duster 85 PS RxL Explore LE,Renault,2015,715000.00,65000.00,D
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,340000.00,35000.00,P
Honda Brio V MT,Honda,2012,235000.00,33000.00,P
Mahindra TUV300 T4 Plus,Mahindra,2017,610000.00,68000.00,D
Chevrolet Spark LS 1.0,Chevrolet,2010,95000.00,23000.00,P
Mahindra TUV300 T8,Mahindra,2018,1000000.00,4500.00,D
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2015,220000.00,129000.00,D
Others X Trail Select Variant,Others,2019,1200000.00,300.00,D
Maruti Suzuki Alto 800 Vxi,Maruti,2015,230000.00,5000.00,P
Ford Ikon 1.3 CLXi NXt Finesse,Ford,2001,45000.00,65000.00,P
Toyota Fortuner 3.0 4x4 MT,Toyota,2010,940000.00,131000.00,D
Tata Manza ELAN Quadrajet,Tata,2010,155555.00,111111.00,P
Mercedes Benz A Class A 180 Sport P,Mercedes,2013,1500000.00,14000.00,P
Chevrolet Beat LS D,Chevrolet,2016,210000.00,22000.00,D
Ford EcoSport Trend 1.5L TDCi,Ford,2013,495000.00,38000.00,D
Tata Indigo LS,Tata,2016,125000.00,70000.00,D
Hyundai i20 Magna 1.2,Hyundai,2010,195000.00,36000.00,P
Volkswagen Vento Highline Plus 1.5 D AT,Volkswagen,2015,550000.00,34000.00,D
Renault Kwid RXT,Renault,2015,270000.00,43000.00,P
Ford EcoSport Titanium 1.5L TDCi,Ford,2014,500000.00,40000.00,D
Honda Amaze 1.5 E i DTEC,Honda,2016,240000.00,160000.00,D
Hyundai Verna 1.6 EX VTVT,Hyundai,2017,800000.00,12000.00,P
BMW 5 Series 520d Sedan,BMW,2011,1299000.00,49000.00,D
Skoda Superb 1.8 TFSI AT,Skoda,2011,530000.00,68000.00,P
Audi Q3 2.0 TDI quattro Premium,Audi,2013,1499000.00,37000.00,D
Mahindra Bolero DI BSII,Mahindra,2012,220000.00,59466.00,D
Mahindra Scorpio S10,Mahindra,2015,900000.00,97200.00,D
Ford Figo Duratorq D Titanium 1.4,Ford,2012,250000.00,99000.00,D
Maruti Suzuki Wagon R VXI BS IV,Maruti,2018,395000.00,25500.00,P
Mahindra Logan D 1.5 DLS,Mahindra,2009,130000.00,66000.00,P
Tata Nano GenX XMA,Tata,2010,32000.00,44005.00,P
Mahindra TUV300 T4 Plus,Mahindra,2016,540000.00,35000.00,D
Mahindra TUV300 T4 Plus,Mahindra,2016,540000.00,35000.00,D
Hyundai Elite i20 Magna 1.2,Hyundai,2015,405000.00,28000.00,P
Hyundai Elite i20 Magna 1.2,Hyundai,2015,400000.00,30000.00,P
Honda City SV,Honda,2017,760000.00,4000.00,P
Maruti Suzuki Baleno Delta 1.2,Maruti,2016,500000.00,28000.00,P
Ford Figo P LXI,Ford,2011,175000.00,75000.00,P
Mahindra Scorpio S10,Mahindra,2015,900000.00,97200.00,D
Honda City,Honda,2017,750000.00,3000.00,P
Hyundai Elite i20 Magna 1.2,Hyundai,2015,419000.00,20000.00,P
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,90000.00,50000.00,P
Hyundai Eon Era Plus,Hyundai,2018,140000.00,2110.00,P
Others Pajero Sport Limited Edition,Others,2015,1540000.00,43222.00,P
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2008,275000.00,100200.00,P
Toyota Corolla H2,Toyota,2003,150000.00,100000.00,P
Maruti Suzuki Swift Dzire Tour VXi,Maruti,2011,230000.00,65.00,P
Tata Indigo CS eLS BS IV,Tata,2015,123000.00,100000.00,D
Mahindra Scorpio S10,Mahindra,2015,900000.00,97200.00,D
Mahindra Scorpio S10,Mahindra,2015,900000.00,97200.00,D
Hyundai Xcent Base 1.1 CRDi,Hyundai,2016,300000.00,140000.00,D
Honda City,Honda,2015,499999.00,55000.00,P
Hyundai Accent Executive Edition,Hyundai,2009,165000.00,48000.00,P
Maruti Suzuki Baleno Delta 1.2,Maruti,2016,498000.00,22000.00,P
Tata Zest XE 75 PS D,Tata,2018,480000.00,103553.00,D
Maruti Suzuki Dzire LDI,Maruti,2017,488000.00,80000.00,D
Tata Sumo Gold LX BS IV,Tata,2014,250000.00,99000.00,D
Toyota Corolla Altis GL P,Toyota,2010,220000.00,58000.00,P
Maruti Suzuki Eeco 7 STR,Maruti,2013,290000.00,70000.00,LPG
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,1525000.00,120000.00,D
Mahindra XUV500 W6,Mahindra,2013,548900.00,49800.00,D
Tata Tigor Revotron XZ,Tata,2019,650000.00,100.00,D
Maruti Suzuki 800,Maruti,2001,55000.00,81876.00,P
Maruti Suzuki Ertiga Vxi,Maruti,2015,550000.00,75000.00,P
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,90000.00,50000.00,P
Honda Mobilio S i DTEC,Honda,2014,399000.00,44000.00,D
Maruti Suzuki Ertiga,Maruti,2016,730000.00,55000.00,D
Maruti Suzuki Vitara Brezza,Maruti,2017,725000.00,36000.00,D
Hyundai Verna 1.6 CRDI E,Hyundai,2016,195000.00,56000.00,D
Maruti Suzuki Swift VXI BSIII,Maruti,2007,130000.00,62000.00,P
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,1525000.00,120000.00,D
Maruti Suzuki Omni Select Variant,Maruti,2014,190000.00,6020.00,P
Honda Amaze,Honda,2013,250000.00,55700.00,D
Tata Indica,Tata,2005,80000.00,42000.00,P
Hyundai Santro Xing,Hyundai,2003,120000.00,50000.00,P
Maruti Suzuki Zen Estilo,Maruti,2010,149000.00,35000.00,P
Maruti Suzuki Wagon R LXI BS IV,Maruti,2014,250000.00,18500.00,P
Maruti Suzuki Wagon R,Maruti,2007,120000.00,7000.00,P
Honda Brio VX AT,Honda,2017,450000.00,11000.00,P
Maruti Suzuki Zen LXi BSII,Maruti,2003,99999.00,53000.00,P
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,135000.00,23000.00,P
Maruti Suzuki Wagon R Select Variant,Maruti,2016,225000.00,35500.00,D
Maruti Suzuki Alto LXi BS III,Maruti,2010,99000.00,22134.00,P
Renault Kwid RXT,Renault,2019,370000.00,1000.00,P
Tata Nano Lx BSIV,Tata,2010,52000.00,9000.00,P
Jaguar XE XE Portfolio,Jaguar,2016,2800000.00,8500.00,P
Hyundai Eon Magna Plus,Hyundai,2014,190000.00,35000.00,P
Honda City 1.5 S MT,Honda,2014,499000.00,22000.00,P
Others Motors Ambassador,Others,2002,90000.00,25000.00,D
Maruti Suzuki Ritz GENUS VXI,Maruti,2010,149000.00,40000.00,P
Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017,400000.00,20000.00,P
Hyundai Eon D Lite Plus,Hyundai,2016,120000.00,87000.00,P
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015,250000.00,55000.00,P
Maruti Suzuki Wagon R VXI BS IV,Maruti,2017,375000.00,23000.00,P
Honda Amaze 1.2 VX i VTEC,Honda,2014,381000.00,6000.00,P
Maruti Suzuki Estilo VXi ABS BS IV,Maruti,2013,180000.00,65000.00,P
Maruti Suzuki Vitara Brezza LDi O,Maruti,2016,580000.00,25000.00,D
Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,278000.00,39000.00,P
Hyundai Creta 1.6 SX Plus P AT,Hyundai,2016,1000000.00,8000.00,P
Mahindra Scorpio Vlx BSIV,Mahindra,2013,690000.00,75000.00,D
Maruti Suzuki Ertiga VDi,Maruti,2012,480000.00,51000.00,D
Others Lancer 1.8 LXi,Others,2006,85000.00,50000.00,P
Maruti Suzuki Maruti 800 AC,Maruti,2001,40000.00,75000.00,P
Maruti Suzuki Alto 800 LXI CNG O,Maruti,2015,90000.00,55800.00,P
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015,340000.00,53000.00,P
Hyundai Eon D Lite Plus,Hyundai,2018,260000.00,25000.00,P
Ford Fiesta SXi 1.6 ABS,Ford,2009,250000.00,56400.00,P
Maruti Suzuki Ritz VDi,Maruti,2010,180000.00,72160.00,D
Hyundai Verna Fluidic New,Hyundai,2012,350000.00,10000.00,D
Maruti Suzuki Wagon R LXi BS III,Maruti,2006,90001.00,48000.00,P
Maruti Suzuki Estilo LX BS IV,Maruti,2007,115000.00,36000.00,P
Audi A6 2.0 TDI Premium,Audi,2012,1599000.00,11500.00,D
Maruti Suzuki Wagon R LXi BS III,Maruti,2003,130000.00,133000.00,P
Maruti Suzuki Wagon R,Maruti,2009,159000.00,27000.00,P
Maruti Suzuki Wagon R,Maruti,2009,160000.00,35000.00,P
Maruti Suzuki Alto,Maruti,2010,110000.00,55000.00,P
Maruti Suzuki Baleno Sigma 1.2,Maruti,2016,425000.00,40000.00,P
Hyundai Verna 1.6 SX VTVT AT,Hyundai,2019,900000.00,2000.00,P
Maruti Suzuki Swift GLAM,Maruti,2009,150000.00,45000.00,P
Hyundai Getz Prime 1.3 GVS,Hyundai,2009,110000.00,20000.00,P
Hyundai Santro,Hyundai,2000,51999.00,88000.00,P
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,115000.00,20000.00,P
Chevrolet Beat PS D,Chevrolet,2012,215000.00,65422.00,D
Ford EcoSport Trend 1.5 Ti VCT,Ford,2017,580000.00,10000.00,P
Maruti Suzuki Dzire ZXI,Maruti,2013,380000.00,35000.00,P
Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2013,350000.00,117000.00,D
Tata Indica V2 DLG,Tata,2005,35000.00,150000.00,D
BMW X1 xDrive20d xLine,BMW,2011,1150000.00,72000.00,D
Hyundai i20 Asta 1.2,Hyundai,2010,300000.00,10750.00,P
Honda City 1.5 V AT,Honda,2009,269000.00,55000.00,P
Tata Nano,Tata,2013,60000.00,6800.00,P
Chevrolet Cruze LTZ AT,Chevrolet,2014,400000.00,41000.00,D
Hyundai Verna Fluidic New,Hyundai,2015,430000.00,73000.00,D
Maruti Suzuki Swift Dzire VDi,Maruti,2011,140000.00,65000.00,D
Mahindra XUV500 W6,Mahindra,2014,8500003.00,45000.00,D
Mahindra XUV500 W10,Mahindra,2018,1299000.00,40000.00,D
Maruti Suzuki Alto K10 LXi CNG,Maruti,2014,199000.00,37000.00,P
Hyundai Accent GLE,Hyundai,2006,90000.00,55000.00,P
Others Motors One SUV,Others,2013,550000.00,140000.00,D
Maruti Suzuki Alto,Maruti,2019,265000.00,9800.00,P
Chevrolet Spark 1.0 LT,Chevrolet,2011,100000.00,27000.00,P
Hyundai i10,Hyundai,2009,215000.00,27000.00,P
Toyota Etios Liva GD,Toyota,2012,380000.00,20000.00,D
Renault Duster 85PS D RxL Optional with Nav,Renault,2013,401919.00,57923.00,D
Chevrolet Enjoy,Chevrolet,2014,490000.00,30201.00,D
Maruti Suzuki Alto 800 Lxi,Maruti,2017,280000.00,6200.00,P
BMW 5 Series 530i,BMW,2009,650000.00,37518.00,P
Toyota Etios Liva G,Toyota,2014,160000.00,24652.00,P
Mahindra Others MM 550 XDB,Mahindra,2004,424000.00,383.00,D
Chevrolet Beat LS D,Chevrolet,2016,225000.00,95000.00,D
Chevrolet Cruze LTZ,Chevrolet,2011,350000.00,35000.00,D
Others Wrangler Unlimited 4x4 D,Others,2015,950000.00,3528.00,D
Maruti Suzuki Ertiga VDi,Maruti,2013,485000.00,52500.00,D
Hyundai Verna VGT CRDi SX ABS,Hyundai,2010,205000.00,47900.00,D
Maruti Suzuki Omni,Maruti,2012,160000.00,14000.00,P
Maruti Suzuki Celerio VDi,Maruti,2018,310000.00,37000.00,P
Tata Zest Quadrajet 1.3,Tata,2017,180000.00,90000.00,D
Mahindra XUV500 W6,Mahindra,2013,549900.00,52800.00,D
Tata Indigo CS eLX BS IV,Tata,2016,150000.00,104000.00,D
Hyundai i10 Era,Hyundai,2011,175000.00,30000.00,P
Tata Indigo eCS LX TDI BS III,Tata,2014,95000.00,195000.00,D
Tata Indigo LX TDI BS III,Tata,2016,230000.00,104000.00,D
Tata Indigo eCS LX CR4 BS IV,Tata,2016,230000.00,104000.00,D
Tata Indigo Marina LS,Tata,2004,180000.00,70000.00,D
Hyundai Xcent SX 1.2,Hyundai,2015,400000.00,43000.00,D
Hyundai Eon Magna Plus,Hyundai,2013,185000.00,23000.00,P
Renault Duster 85 PS RxL D,Renault,2015,385000.00,51000.00,D
Maruti Suzuki Alto K10 LXi CNG,Maruti,2009,90000.00,62000.00,P
Tata Nano LX Special Edition,Tata,2010,32000.00,48008.00,P
Renault Duster 110 PS RxZ D,Renault,2013,435000.00,39000.00,D
Maruti Suzuki Wagon R AX BSIV,Maruti,2010,225000.00,40000.00,P
Maruti Suzuki Swift,Maruti,2006,189700.00,48247.00,P
Maruti Suzuki Ertiga,Maruti,2012,389700.00,39000.00,D
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,365000.00,23000.00,P
Maruti Suzuki Alto K10 New,Maruti,2017,360000.00,9400.00,P
Hyundai i20 Magna,Hyundai,2010,210000.00,50000.00,P
Hyundai i10 Magna 1.2,Hyundai,2009,170000.00,75000.00,P
Tata Zest XE 75 PS D,Tata,2017,380000.00,70000.00,D
Mahindra Xylo E8,Mahindra,2009,295000.00,64000.00,D
Toyota Corolla Altis GL P,Toyota,2010,185000.00,55000.00,P
Tata Manza Aqua Quadrajet,Tata,2014,160000.00,200000.00,D
Renault Kwid 1.0,Renault,2018,290000.00,2137.00,P
Tata Venture EX 8 STR,Tata,2013,100000.00,30000.00,D
Maruti Suzuki Swift Dzire Tour LXi,Maruti,2014,315000.00,44000.00,P
Skoda Octavia Classic 1.9 TDI MT,Skoda,2006,114990.00,65000.00,D
Maruti Suzuki Omni LPG BS IV,Maruti,2012,120000.00,160000.00,LPG
Chevrolet Beat D,Chevrolet,2011,125000.00,56000.00,D
Tata Sumo Gold EX BS IV,Tata,2012,210000.00,75000.00,D
Hyundai Verna 1.6 CRDI SX,Hyundai,2018,855000.00,42000.00,D
Tata Sumo Gold EX BS IV,Tata,2012,210000.00,75000.00,D
Mahindra Scorpio 2.6 CRDe,Mahindra,2007,260000.00,56000.00,D
Maruti Suzuki Zen LXi BS III,Maruti,2002,95000.00,10544.00,P
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,255000.00,64000.00,P
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,300000.00,70000.00,D
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,340000.00,25000.00,P
Hyundai Elite i20 Sportz 1.2,Hyundai,2017,550000.00,15000.00,P
Ford Ikon 1.6 Nxt,Ford,2003,60000.00,50000.00,P
Toyota Innova 2.5 V 7 STR,Toyota,2011,750000.00,147000.00,D
Others Sunny XL,Others,2011,230000.00,52000.00,P
Chevrolet Beat LT D,Chevrolet,2012,130000.00,90001.00,D
Maruti Suzuki Alto 800 Lxi,Maruti,2017,270000.00,21000.00,P
Maruti Suzuki Swift VDi BS IV,Maruti,2012,280000.00,48006.00,D
Maruti Suzuki Swift VDi BS IV,Maruti,2012,280000.00,48006.00,D
Maruti Suzuki Swift,Maruti,2012,280000.00,48006.00,D
Toyota Innova 2.0 G4,Toyota,2012,600000.00,80000.00,D
Maruti Suzuki Swift VDi ABS,Maruti,2010,190000.00,74000.00,D
Hyundai Elite i20 Asta 1.2,Hyundai,2015,500000.00,22000.00,P
Mahindra XUV500 W10,Mahindra,2016,1065000.00,41000.00,D
Volkswagen Polo Trendline 1.5L D,Volkswagen,2015,350000.00,25000.00,D
Toyota Etios Liva D,Toyota,2012,350000.00,85000.00,D
Mahindra TUV300 T4 Plus,Mahindra,2016,540000.00,29500.00,D
Hyundai Elite i20 Asta 1.2,Hyundai,2015,470000.00,30000.00,P
Hyundai Santro Xing GLS,Hyundai,2014,179000.00,57000.00,P
Maruti Suzuki Zen LXi BS III,Maruti,2003,48000.00,60000.00,P
Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016,650000.00,50000.00,P
Hyundai Eon Era Plus,Hyundai,2013,190000.00,39700.00,P
Hyundai Elantra 1.8 S,Hyundai,2012,500000.00,65000.00,P
Maruti Suzuki Swift VDi,Maruti,2010,270000.00,67000.00,D
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,125000.00,46000.00,P
Hyundai Eon Era Plus,Hyundai,2012,188000.00,38000.00,P
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,380000.00,27000.00,P
Hyundai Verna Fluidic New,Hyundai,2011,365000.00,43000.00,D
Ford EcoSport Trend 1.5L Ti VCT,Ford,2014,465000.00,47000.00,P
Hyundai i20 Magna,Hyundai,2011,240000.00,42000.00,P
Chevrolet Beat D,Chevrolet,2016,179999.00,19336.00,D
Tata Indica eV2 LS,Tata,2015,140000.00,60105.00,D
Jaguar XF 2.2 D Luxury,Jaguar,2013,2190000.00,29000.00,D
Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,2390000.00,34000.00,D
BMW 3 Series 320d Sedan,BMW,2011,1075000.00,35000.00,D
Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,475000.00,22000.00,P
BMW X1 sDrive20d,BMW,2012,1025000.00,41000.00,D
Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,615000.00,21000.00,D
Maruti Suzuki Ertiga LDi,Maruti,2013,475000.00,48000.00,D
Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,270000.00,38000.00,P
Honda City SV,Honda,2014,475000.00,34000.00,D
Volkswagen Vento Comfortline P,Volkswagen,2011,240000.00,45933.00,P
Honda City 1.5 EXi New,Honda,2005,120000.00,68000.00,P
Audi A4 2.0 TDI 177bhp Premium,Audi,2016,1900000.00,44000.00,D
Mahindra KUV100,Mahindra,2017,360000.00,35000.00,D
Tata Zest XE 75 PS D,Tata,2018,450000.00,102563.00,D
Mahindra XUV500 W8,Mahindra,2015,900000.00,28600.00,D
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017,650000.00,41800.00,D
Tata Sumo Gold LX BS IV,Tata,2014,275000.00,116000.00,D
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,210000.00,59000.00,P
Mahindra Scorpio 2.6 SLX,Mahindra,2004,175000.00,58000.00,D
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,85000.00,45000.00,P
Others Pajero Sport Limited Edition,Others,2015,1490000.00,42590.00,D
Renault Duster,Renault,2014,800000.00,7400.00,D
Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,450000.00,54500.00,D
Maruti Suzuki Ertiga Vxi,Maruti,2012,1000000.00,200000.00,D
Audi A4 2.0 TDI 177bhp Premium,Audi,2013,1510000.00,27000.00,D
Volvo S80 Summum D4,Volvo,2015,1850000.00,42000.00,D
Toyota Corolla Altis VL AT P,Toyota,2014,790000.00,29000.00,P
Others Pajero Sport 2.5 AT,Others,2015,1725000.00,37000.00,D
Chevrolet Beat LT P,Chevrolet,2012,135000.00,36000.00,P
BMW X1,BMW,2011,1000000.00,34000.00,D
Datsun Redi GO S,Datsun,2018,299999.00,7000.00,P
Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,1225000.00,76000.00,D
Mahindra Scorpio SLX,Mahindra,2004,175000.00,60000.00,D
Volkswagen Vento Comfortline D,Volkswagen,2011,200000.00,95000.00,D
Tata Indigo CS GLS,Tata,2017,270000.00,50000.00,D
Ford Figo P Titanium,Ford,2019,525000.00,0.00,P
Honda City ZX GXi,Honda,2006,180000.00,50000.00,P
Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,140000.00,68000.00,P
Ford EcoSport Trend 1.5L TDCi,Ford,2014,400000.00,16000.00,P
Maruti Suzuki Swift Dzire VDi,Maruti,2016,499000.00,51000.00,D
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,85000.00,56000.00,P
Maruti Suzuki Zen LX BSII,Maruti,2004,70000.00,100000.00,P
Renault Duster RxL P,Renault,2015,550000.00,36000.00,P
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,370000.00,11523.00,P
Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,690000.00,1000.00,P
Honda WR V S MT P,Honda,2009,250000.00,60000.00,P
Tata Indigo CS eLX BS IV,Tata,2016,110000.00,85000.00,D
Renault Duster 110 PS RxL D,Renault,2013,490000.00,38600.00,D
Mahindra Scorpio LX BS III,Mahindra,2009,320000.00,95500.00,D
Maruti Suzuki Zen LXi BS III,Maruti,2004,68000.00,56000.00,P
Maruti Suzuki Wagon R LXi BS III,Maruti,2014,130000.00,37458.00,P
Maruti Suzuki SX4 Celebration D,Maruti,2016,970000.00,85960.00,D
Audi A3 Cabriolet 40 TFSI,Audi,2015,3100000.00,12516.00,P
Hyundai Eon D Lite Plus,Hyundai,2018,280000.00,35000.00,P
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009,125000.00,0.00,P
Mahindra Scorpio SLX,Mahindra,2008,285000.00,80000.00,D
Hyundai Santro AE GLS Audio,Hyundai,2011,165000.00,45000.00,P
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,250000.00,51000.00,D
Mahindra Scorpio S4,Mahindra,2015,865000.00,30000.00,D
Mahindra Xylo D2 BS IV,Mahindra,2011,390000.00,48000.00,D
Hyundai Santro,Hyundai,2003,60000.00,51000.00,P
Chevrolet Beat LT D,Chevrolet,2015,215000.00,90000.00,D
Maruti Suzuki Swift Dzire VDi,Maruti,2015,475000.00,43000.00,D
Mahindra XUV500 W8,Mahindra,2015,899000.00,53000.00,D
Toyota Fortuner 3.0 4x4 MT,Toyota,2013,1499000.00,97000.00,D
Maruti Suzuki Alto K10 VXi,Maruti,2013,240000.00,20000.00,P
Hyundai Getz GLE,Hyundai,2007,99000.00,55000.00,P
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2014,260000.00,120000.00,D
Hyundai Creta 1.6 SX,Hyundai,2019,1200000.00,0.00,P
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,115000.00,46000.00,P
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,88000.00,43200.00,P
Mahindra Xylo D2 BS IV,Mahindra,2011,390000.00,56000.00,D
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,135000.00,42000.00,P
Tata Indica V2 DLS BS III,Tata,2009,90000.00,30600.00,D
Hyundai i10 Sportz 1.2,Hyundai,2011,220000.00,38000.00,P
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,424999.00,2550.00,P
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.00,47000.00,P
Honda City 1.5 E MT,Honda,2005,95000.00,41000.00,P
Others Micra XL,Others,2017,430000.00,62500.00,D
Honda City 1.5 S Inspire,Honda,2005,115000.00,68000.00,P
Maruti Suzuki Alto 800 Lxi,Maruti,2015,215000.00,50000.00,P
Maruti Suzuki Wagon R LX BS III,Maruti,2004,53000.00,69000.00,P
Maruti Suzuki Ertiga VDi,Maruti,2012,500000.00,48000.00,D
Tata Indica eV2 eXeta eGLX,Tata,2012,85000.00,55000.00,D
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013,165000.00,25000.00,P
Hyundai Eon Era Plus,Hyundai,2014,200000.00,28400.00,P
Hyundai Eon,Hyundai,2014,200000.00,28000.00,P
Maruti Suzuki Swift LDi,Maruti,2015,425000.00,42000.00,D
Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012,600000.00,29000.00,D
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,130000.00,68485.00,D
Tata Tiago Revotron XM,Tata,2018,430000.00,3500.00,P
Tata Tiago Revotorq XZ,Tata,2019,568500.00,0.00,P
Maruti Suzuki Zen LXi BS III,Maruti,2006,71000.00,32000.00,P
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,560000.00,8000.00,D
Ford EcoSport Titanium 1.5 TDCi,Ford,2014,590000.00,34000.00,D
Others Motors Ambassador Classic Mark 4 – Befo,Others,1995,750000.00,37000.00,P
Ford Fusion 1.4 TDCi D,Ford,2007,125000.00,85455.00,D
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.00,46000.00,P
Hyundai Santro,Hyundai,2002,60000.00,47000.00,P
Fiat Linea Emotion 1.4 L T Jet P,Fiat,2009,120000.00,64000.00,P
Ford Ikon 1.3 Flair Josh 100,Ford,2008,95000.00,46000.00,P
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017,240000.00,8000.00,P
Tata Indica V2 LS,Tata,2012,115000.00,64000.00,D
Mahindra Scorpio S4,Mahindra,2015,795000.00,63000.00,D
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,55000.00,65000.00,P
Mahindra Xylo D2,Mahindra,2009,300000.00,62000.00,D
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,320000.00,41000.00,P
Maruti Suzuki Alto 800 Lxi,Maruti,2015,265000.00,14000.00,P
Toyota Corolla,Toyota,2006,160000.00,40000.00,P
Hyundai Eon Magna,Hyundai,2017,300000.00,1600.00,P
Tata Sumo Grande MKII GX,Tata,2010,130000.00,90000.00,D
Maruti Suzuki Swift VDi,Maruti,2011,250000.00,58000.00,D
Volkswagen Polo Highline1.2L P,Volkswagen,2013,380000.00,27000.00,P
Maruti Suzuki Alto 800 Lx,Maruti,2003,42000.00,60000.00,P
Tata Tiago Revotron XZ,Tata,2017,400000.00,31000.00,P
Maruti Suzuki Swift LDi,Maruti,2009,120000.00,90000.00,D
Maruti Suzuki Swift VDi,Maruti,2009,120000.00,90000.00,D
Tata Indigo eCS,Tata,2016,130000.00,150000.00,D
Chevrolet Beat LS D,Chevrolet,2014,189000.00,31000.00,D
Mahindra Xylo E8 BS IV,Mahindra,2011,365000.00,43000.00,D
Hyundai Eon D Lite Plus,Hyundai,2013,170000.00,20000.00,P
Tata Sumo Gold FX BSIII,Tata,2013,215000.00,100000.00,P
Tata Nano,Tata,2013,60000.00,7000.00,P
Hyundai Elite i20,Hyundai,2017,599999.00,31000.00,P
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009,400000.00,33000.00,P
Hyundai Creta,Hyundai,2016,900000.00,60000.00,D
Volkswagen Polo,Volkswagen,2013,299999.00,48000.00,D
Maruti Suzuki Dzire,Maruti,2014,374999.00,33000.00,P
Tata Bolt XM P,Tata,2015,600000.00,15000.00,P
Maruti Suzuki Alto 800 Lx,Maruti,2005,70000.00,47000.00,P
Maruti Suzuki Alto,Maruti,2005,100000.00,40000.00,P
Maruti Suzuki Ritz,Maruti,2010,150000.00,38000.00,D
Maruti Suzuki Alto 800 Lxi,Maruti,2017,225000.00,12500.00,P
